context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:category=shoes sandals,item:style=department: womens,category×style,248,30272,0.020009614527225494,0.020009614527225494
ctx:category=skirts casual,item:feature=zipper closure,category×feature,88,3136,-0.020009595900774002,0.020009595900774002
ctx:feature=100% textile and synthetic,item:feature=100% textile and synthetic,feature×feature,156,1248,0.020009592175483704,0.020009592175483704
ctx:material=100% cotton,item:price=10_20,material×price,444,30176,0.020009592175483704,0.020009592175483704
ctx:category=shoes sandals,item:popularity=9,category×popularity,64,30272,0.020009584724903107,0.020009584724903107
ctx:category=sleep & lounge sets,item:material=spandex,category×material,96,14656,0.02000957727432251,0.02000957727432251
ctx:material=leather,item:rating=2.5,material×rating,350,223968,0.02000955492258072,0.02000955492258072
"ctx:feature=usa based company and service: our jewelry passes extensive quality checkpoints before being shipped to you. in the (very) unlikely event that you aren’t satisfied, simply return f",item:brand=gem stone king,feature×brand,49,400,0.02000950463116169,0.02000950463116169
ctx:category=sunglasses & eyewear accessories sunglasses,item:feature=composite,category×feature,48,26560,0.020009499043226242,0.020009499043226242
ctx:category=shoes & jewelry women,item:feature=made in usa or imported,category×feature,48,22848,0.020009487867355347,0.020009487867355347
"ctx:material=cotton,spandex","item:material=cotton,spandex",material×material,75,600,0.020009472966194153,0.020009472966194153
ctx:material=leather,item:material=faux leather sole,material×material,85,223968,0.020009469240903854,0.020009469240903854
ctx:feature=drawstring closure,item:material=100% cotton,feature×material,92,15432,-0.020009439438581467,0.020009439438581467
ctx:material=spandex,item:price=35_50,material×price,65,16928,0.02000943198800087,0.02000943198800087
ctx:category=men shoes,item:feature=100% synthetic,category×feature,72,18880,0.020009376108646393,0.020009376108646393
ctx:material=leather,item:material=100% leather/textile,material×material,105,223968,0.020009376108646393,0.020009376108646393
ctx:material=nylon lining,item:material=nylon lining,material×material,93,744,0.020009370520710945,0.020009370520710945
ctx:feature=no closure closure,item:feature=imported,feature×feature,275,2416,0.020009348168969154,0.020009348168969154
ctx:material=fabric,item:material=100% fabric and synthetic,material×material,35,81896,0.020009338855743408,0.020009338855743408
ctx:material=100% cotton,item:rating=3.0,material×rating,137,30176,0.020009305328130722,0.020009305328130722
ctx:category=boots ankle & bootie,item:rating=5.0,category×rating,328,19072,-0.020009301602840424,0.020009301602840424
ctx:material=100% polyester,item:material=leather,material×material,23,26376,-0.020009299740195274,0.020009299740195274
ctx:color=color: black,item:popularity=3,color×popularity,1937,89864,0.02000928297638893,0.02000928297638893
ctx:category=athletic running,item:rating=3.5,category×rating,144,10112,0.020009279251098633,0.020009279251098633
ctx:material=polyester,item:feature=进口,material×feature,265,227088,0.020009266212582588,0.020009266212582588
ctx:material=polyester,item:material=material: polyester,material×material,60,227088,0.02000926434993744,0.02000926434993744
ctx:feature=faux suede,item:feature=faux suede,feature×feature,34,272,0.02000926062464714,0.02000926062464714
ctx:category=shoes pumps,item:price=35_50,category×price,88,33024,0.020009241998195648,0.020009241998195648
ctx:color=color: red,item:rating=3.0,color×rating,181,19336,0.020009230822324753,0.020009230822324753
ctx:feature=faux fur,item:feature=faux fur,feature×feature,144,1152,0.020009122788906097,0.020009122788906097
ctx:category=shoes sneakers,item:price=35_50,category×price,48,16704,0.020009120926260948,0.020009120926260948
ctx:category=bracelets bangle,item:price=10_20,category×price,96,7104,0.02000911720097065,0.02000911720097065
ctx:feature=quartz movement,item:feature=quartz movement,feature×feature,217,1736,0.020009079948067665,0.020009079948067665
ctx:category=outdoor & work work & safety,item:feature=rubber sole,category×feature,152,2560,-0.020009078085422516,0.020009078085422516
ctx:category=active active shirts & tees,item:material=nylon,category×material,80,13504,0.02000906504690647,0.02000906504690647
ctx:feature=pull on closure,item:material=100% polyester,feature×material,624,85192,-0.020009052008390427,0.020009052008390427
"ctx:color=items that are handmade may vary in size, shape and color",item:feature=made in china,color×feature,75,1264,0.020009037107229233,0.020009037107229233
ctx:style=department: women,item:style=department: women,style×style,37,296,0.020009029656648636,0.020009029656648636
ctx:category=shoes fashion sneakers,item:color=color: white,category×color,584,52544,0.020009025931358337,0.020009025931358337
ctx:category=sunglasses & eyewear accessories sunglasses,item:brand=gucci,category×brand,48,26560,0.020009011030197144,0.020009011030197144
ctx:feature=pull on closure,item:brand=ripple junction,feature×brand,47,85192,0.020009007304906845,0.020009007304906845
ctx:category=card cases & money organizers wallets,item:popularity=1,category×popularity,312,18560,-0.02000899612903595,0.02000899612903595
ctx:category=men gloves,item:color=color: black,category×color,144,3008,-0.020008988678455353,0.020008988678455353
ctx:category=skirts casual,item:rating=4.0,category×rating,128,3136,-0.02000897377729416,0.02000897377729416
ctx:category=sweaters cardigans,item:price=missing,category×price,1712,16000,-0.020008951425552368,0.020008951425552368
ctx:color=color: black,item:material=silk,color×material,67,89864,0.020008942112326622,0.020008942112326622
ctx:category=shirts t-shirts,item:material=preshrunk cotton,category×material,88,68480,0.020008938387036324,0.020008938387036324
ctx:category=sandals platforms & wedges,item:price=20_35,category×price,80,28800,0.020008932799100876,0.020008932799100876
ctx:category=sandals heeled sandals,item:rating=3.0,category×rating,112,16896,0.020008914172649384,0.020008914172649384
ctx:feature=imported,item:popularity=13,feature×popularity,98,137456,0.020008891820907593,0.020008891820907593
ctx:feature=canvas,item:feature=canvas,feature×feature,399,3192,0.020008884370326996,0.020008884370326996
ctx:color=the natural properties and composition of mined gemstones define the unique beauty of each piece. the image may show slight differences to the actual stone in color and texture,item:color=the natural properties and composition of mined gemstones define the unique beauty of each piece. the image may show slight differences to the actual stone in color and texture,color×color,64,512,0.020008862018585205,0.020008862018585205
ctx:category=women wigs,item:color=color: black,category×color,144,3776,-0.02000885270535946,0.02000885270535946
ctx:feature=domestic,item:feature=domestic,feature×feature,39,312,0.02000885270535946,0.02000885270535946
ctx:material=100% cow leather,item:material=100% cow leather,material×material,39,312,0.02000885270535946,0.02000885270535946
ctx:feature=made in the usa,item:price=missing,feature×price,101,1664,-0.02000885084271431,0.02000885084271431
ctx:material=100% leather,item:popularity=2,material×popularity,548,29008,0.020008841529488564,0.020008841529488564
ctx:feature=is discontinued by manufacturer: no,item:style=department: boys,feature×style,74,72744,0.020008839666843414,0.020008839666843414
ctx:material=cotton,"item:material=linen,cotton",material×material,90,261232,0.020008835941553116,0.020008835941553116
ctx:material=rayon,item:brand=made by johnny,material×brand,60,22920,0.02000882662832737,0.02000882662832737
ctx:material=leather,item:feature=shaft measures approximately low-top from arch,material×feature,30,223968,-0.02000880055129528,0.02000880055129528
ctx:color=color: grey,item:rating=4.5,color×rating,618,18392,-0.020008794963359833,0.020008794963359833
ctx:category=sleep & lounge one-piece pajamas,item:feature=zipper closure,category×feature,88,1472,-0.020008783787488937,0.020008783787488937
ctx:feature=100% synthetic and mesh,item:feature=100% synthetic and mesh,feature×feature,219,1752,0.020008783787488937,0.020008783787488937
ctx:category=tops & tees t-shirts,item:price=0_10,category×price,72,32896,0.020008768886327744,0.020008768886327744
ctx:category=shoes & jewelry westlake,item:material=nylon,category×material,72,58944,0.020008765161037445,0.020008765161037445
ctx:material=nylon,item:material=100% nylon,material×material,610,51680,0.02000873163342476,0.02000873163342476
ctx:feature=thermoplastic rubber sole,item:feature=thermoplastic rubber sole,feature×feature,31,248,0.020008724182844162,0.020008724182844162
ctx:category=women pants,item:rating=4.5,category×rating,184,7424,0.020008685067296028,0.020008685067296028
ctx:material=leather,item:price=100_150,material×price,380,223968,0.020008660852909088,0.020008660852909088
ctx:category=shoes fashion sneakers,item:style=department: unisex-adult,category×style,56,52544,0.020008642226457596,0.020008642226457596
ctx:feature=is discontinued by manufacturer: no,item:color=color: pink,feature×color,324,72744,0.020008623600006104,0.020008623600006104
ctx:category=shoes sandals,item:material=leather sole,category×material,240,30272,-0.02000860497355461,0.02000860497355461
ctx:color=color: red,item:feature=machine wash,color×feature,93,19336,-0.020008601248264313,0.020008601248264313
"ctx:material=82% polyester, 18% spandex","item:material=82% polyester, 18% spandex",material×material,44,352,0.02000858634710312,0.02000858634710312
ctx:material=cotton,"item:material=90% cotton, 10% spandex",material×material,35,261232,0.02000856027007103,0.02000856027007103
"ctx:feature=heel measures approximately 2.5""","item:feature=heel measures approximately 2.5""",feature×feature,56,448,0.020008545368909836,0.020008545368909836
ctx:color=color: black,item:feature=rubber sole,color×feature,939,89864,-0.020008541643619537,0.020008541643619537
ctx:category=jackets & coats down & down alternative,item:feature=zipper closure,category×feature,304,4544,-0.020008515566587448,0.020008515566587448
ctx:material=cotton,item:brand=tstars,material×brand,40,261232,0.020008498802781105,0.020008498802781105
ctx:feature=plastic frame,item:popularity=1,feature×popularity,146,4624,-0.020008476451039314,0.020008476451039314
ctx:category=sunglasses & eyewear accessories sunglasses,item:price=250_plus,category×price,40,26560,0.020008472725749016,0.020008472725749016
ctx:style=department: baby-girls,item:style=department: baby-girls,style×style,89,712,0.020008470863103867,0.020008470863103867
ctx:category=women dresses,item:price=50_75,category×price,48,29888,0.020008448511362076,0.020008448511362076
ctx:feature=polyurethane sole,item:feature=polyurethane sole,feature×feature,335,2680,0.020008444786071777,0.020008444786071777
ctx:style=department: womens,item:price=20_35,style×price,88,32528,0.02000843733549118,0.02000843733549118
ctx:category=running road running,item:rating=3.5,category×rating,304,27008,0.020008429884910583,0.020008429884910583
ctx:feature=gemstones may have been treated to improve their appearance or durability and may require special care,item:color=the natural properties and composition of mined gemstones define the unique beauty of each piece. the image may show slight differences to the actual stone in color and texture,feature×color,36,536,0.020008426159620285,0.020008426159620285
